index,brand,product,name,specific,lightness,hex,lightToDark,numbers,id
0,Makeup Revolution,Conceal & Define Full Coverage Foundation,,F0,0.949019607843137,#F2F2F2,True,0.0,1.0
1,HOURGLASS,Veil Fluid Makeup,Porcelain,No. 0,0.817647058823529,#F6D3AB,True,0.0,2.0
2,TOM FORD,Traceless Soft Matte Foundation,Pearl,0.0,0.850980392156863,#F0D8C2,True,0.0,3.0
3,Armani Beauty,Neo Nude Foundation,,0,0.911764705882353,#F0E8E1,True,0.0,4.0
4,TOM FORD,Traceless Foundation Stick,Pearl,0.0,0.911764705882353,#FDE5D4,True,0.0,5.0
5,Charlotte Tilbury,Magic Foundation,,0,0.731372549019608,#D9AE9C,True,0.0,6.0
6,Bobbi Brown,Skin Weightless Powder Foundation,Porcelain,0,0.82156862745098,#F3C9B0,True,0.0,7.0
7,Givenchy,Matissime Velvet Radiant Mattifying Fluid Foundation SPF 20,,N00,0.831372549019608,#F5D8B3,True,0.0,8.0
8,Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,,0.1,0.813725490196078,#F8CDA7,True,0.1,9.0
9,Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,,0.1,0.909803921568627,#F9E4D7,True,0.1,10.0
10,Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,,P0.1,0.919607843137255,#F5E9E0,True,0.1,11.0
11,Makeup Revolution,Conceal & Define Full Coverage Foundation,,F0.1,0.756862745098039,#D4C2AE,True,0.1,1.0
12,TOM FORD,Traceless Soft Matte Foundation,Cameo,0.1,0.847058823529412,#EED8C2,True,0.1,3.0
13,TOM FORD,Traceless Foundation Stick,Cameo,0.1,0.884313725490196,#F5E2CE,True,0.1,5.0
14,Smashbox,Primer + Foundation Customizable Set,Smashbox,0.1,0.8,#E9C9AF,True,0.1,12.0
15,Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,,0.2,0.758823529411765,#F0BE93,True,0.2,9.0
16,Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,,P0.2,0.935294117647059,#F9EFE4,True,0.2,11.0
17,Makeup Revolution,Conceal & Define Full Coverage Foundation,,F0.2,0.774509803921569,#E1CDAA,True,0.2,1.0
18,Smashbox,Primer + Foundation Customizable Set,Smashbox,0.2,0.743137254901961,#E4B697,True,0.2,12.0
19,Clinique,Beyond Perfecting Powder Foundation + Concealer,Dune,0.25,0.917647058823529,#FBEED9,,0.25,
20,Ofra Cosmetics,Absolute Cover Foundation,,0.25,0.647058823529412,#C9AD81,True,0.25,13.0
21,Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,,0.3,0.784313725490196,#F4C59C,True,0.3,9.0
22,Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,,0.3,0.9,#F5E2D6,True,0.3,10.0
23,Makeup Revolution,Conceal & Define Full Coverage Foundation,,F0.3,0.688235294117647,#CDB392,True,0.3,1.0
24,TOM FORD,Traceless Soft Matte Foundation,Ivory Silk,0.3,0.792156862745098,#E4CCB0,True,0.3,3.0
25,TOM FORD,Traceless Foundation Stick,Ivory Silk,0.3,0.77843137254902,#EEC49F,True,0.3,5.0
26,Smashbox,Primer + Foundation Customizable Set,Smashbox,0.3,0.733333333333333,#DAB49C,True,0.3,12.0
27,TOM FORD,Traceless Soft Matte Foundation,Rose,0.4,0.796078431372549,#E4C7B2,True,0.4,3.0
28,TOM FORD,Traceless Foundation Stick,Rose,0.4,0.688235294117647,#D3A58C,True,0.4,5.0
29,Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,,0.5,0.715686274509804,#E6AE87,True,0.5,9.0
30,bareMinerals,BAREPRO Performance Wear Powder Foundation,Porcelain,0.5,0.843137254901961,#FCC8B2,True,0.5,14.0
31,Clinique,Beyond Perfecting Powder Foundation + Concealer,Breeze,0.5,0.833333333333333,#F7C9B2,,0.5,
32,Makeup Revolution,Conceal & Define Full Coverage Foundation,,F0.5,0.827450980392157,#ECC7BA,True,0.5,1.0
33,Clinique,Beyond Perfecting Foundation + Concealer,Shell,CN 0.5,0.92156862745098,#F7EADF,,0.5,
34,Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,,0.5,0.764705882352941,#DDC1A9,True,0.5,15.0
35,bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,Porcelain,0.5,0.843137254901961,#FCC8B2,True,0.5,16.0
36,bareMinerals,BAREPRO Longwear Powder Foundation ,Porcelain,0.5,0.872549019607843,#FCD3C1,True,0.5,17.0
37,bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,Porcelain,0.5,0.882352941176471,#FDD8C5,True,0.5,18.0
38,TOM FORD,Traceless Soft Matte Foundation,Porcelain,0.5,0.794117647058823,#E2CCB3,True,0.5,3.0
39,TOM FORD,Traceless Foundation Stick,Porcelain,0.5,0.864705882352941,#F8D5C1,True,0.5,5.0
40,Smashbox,Primer + Foundation Customizable Set,Smashbox,0.5,0.719607843137255,#D2AB9D,True,0.5,12.0
41,Makeup Revolution,Conceal & Define Full Coverage Foundation,,F0.7,0.715686274509804,#D2B89B,True,0.7,1.0
42,Clinique,Beyond Perfecting Foundation + Concealer,Custard,CN 0.75,0.903921568627451,#F5E5D8,,0.75,
43,Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,,Shade 1,0.825490196078431,#F0D2B5,True,1.0,19.0
44,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,Fair Cool,Shade 1,0.817647058823529,#EACFB7,True,1.0,20.0
45,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Fair Cool,Shade 1,0.803921568627451,#E3CFB7,True,1.0,21.0
46,NUDESTIX,Tinted Cover Foundation,Nude,1,0.898039215686275,#F3DFD7,True,1.0,22.0
47,Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,,1.0,0.701960784313725,#E5AC81,True,1.0,9.0
48,Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,,1.0,0.82156862745098,#F1C6B2,True,1.0,10.0
49,bareMinerals,Matte Foundation Broad Spectrum SPF 15,Fair,01,0.901960784313726,#FDE3CF,True,1.0,23.0
50,Makeup Revolution,Fast Base Stick Foundation,,F1,0.73921568627451,#D8BDA1,True,1.0,24.0
51,Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,,P1,0.907843137254902,#F4E7DB,True,1.0,11.0
52,bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Fair,01,0.901960784313726,#FDE3CF,True,1.0,25.0
53,bareMinerals,BAREPRO Performance Wear Powder Foundation,Fair,01,0.837254901960784,#FBCDB0,True,1.0,14.0
54,Clinique,Almost Powder Makeup,Fair,01,0.950980392156863,#F4F3F1,,1.0,
55,bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,Opal,01,0.801960784313726,#F3C1A6,True,1.0,26.0
56,Makeup Revolution,Conceal & Hydrate Foundation,,F1,0.809803921568627,#E6CBB7,True,1.0,27.0
57,Makeup Revolution,Conceal & Define Full Coverage Foundation,,F1,0.835294117647059,#F3D4B7,True,1.0,1.0
58,Makeup Revolution,Conceal & Glow Foundation,,F1,0.815686274509804,#EDCCB3,True,1.0,28.0
59,Pacifica,Alight Clean Foundation,Cool Deep,01CD,0.313725490196078,#7C4024,False,1.0,29.0
60,jane iredale,Beyond Matte Liquid Foundation,,M1,0.817647058823529,#FCCDA5,True,1.0,30.0
61,Clinique,Beyond Perfecting Foundation + Concealer,Flax,WN 01,0.896078431372549,#EFE3DA,,1.0,
62,Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,,1.0,0.743137254901961,#DEC09D,True,1.0,15.0
63,bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,Fair,01,0.837254901960784,#FBCDB0,True,1.0,16.0
64,Physicians Formula,The Healthy Foundation SPF 20,,DpC1,0.376470588235294,#92572E,True,1.0,31.0
65,bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,Fair,01,0.831372549019608,#FBCDAD,True,1.0,32.0
66,LORAC,PRO Soft Focus Longwear Foundation,,01,0.8,#E8CDB0,True,1.0,33.0
67,HOURGLASS,Veil Fluid Makeup,Ivory,No. 1,0.758823529411765,#E8B89B,True,1.0,2.0
68,ILIA,Super Serum Skin Tint SPF 40 Foundation,Rendevous,1,0.907843137254902,#FEE4D1,True,1.0,34.0
69,beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Cool,1.00,0.943137254901961,#FCF0E5,True,1.0,35.0
70,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,Opal,01,0.847058823529412,#ECD0C4,True,1.0,36.0
71,bareMinerals,BAREPRO Longwear Powder Foundation ,Fair,01,0.866666666666667,#F6D8C4,True,1.0,17.0
72,PAT McGRATH LABS,Sublime Perfection Foundation,Light,1,0.923529411764706,#FCE7DB,True,1.0,37.0
73,bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,Fair,01,0.870588235294118,#F1DFCB,True,1.0,18.0
74,bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,Fair,01,0.707843137254902,#CEB29B,True,1.0,38.0
75,SEPHORA COLLECTION,Make No Mistake Foundation & Concealer Stick,Driftwood,1,0.794117647058823,#E8C6AD,True,1.0,39.0
76,Laura Mercier,Smooth Finish Foundation Powder,,1,0.792156862745098,#FCCD98,True,1.0,40.0
77,Kosas,Tinted Face Oil Foundation,Tone,01,0.868627450980392,#F1DECA,True,1.0,41.0
78,Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,,1,0.754901960784314,#E3B39E,True,1.0,42.0
79,Charlotte Tilbury,Light Wonder Foundation,Fair,1,0.856862745098039,#EBD8CA,True,1.0,43.0
80,Lancôme,SKIN FEELS GOOD Skin Nourishing Foundation,,01N,0.713725490196078,#D6AB96,True,1.0,44.0
81,bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,Opal,01,0.82156862745098,#F0C8B3,True,1.0,45.0
82,Charlotte Tilbury,Magic Foundation,,1,0.786274509803922,#E1C6B0,True,1.0,6.0
83,SEPHORA COLLECTION,Matte Perfection Tinted Moisturizer,Lace Sephora Quality Way-Nice Price,1,0.886274509803922,#EFDED5,True,1.0,46.0
84,La Mer,The Luminous Lifting Cushion Foundation SPF 20 + Refill,Pink Porcelain,01,0.805882352941176,#F0C4AB,True,1.0,47.0
85,Bobbi Brown,Skin Weightless Powder Foundation,Warm Ivory,1,0.829411764705882,#F2CEB5,True,1.0,7.0
86,KEVYN AUCOIN,Foundation Balm,Light EF,01,0.835294117647059,#F7D1B3,True,1.0,48.0
87,NUDESTIX,Nudies Tinted Blur Stick,Light,1,0.790196078431373,#E6BEAD,True,1.0,49.0
88,Smashbox,Primer + Foundation Customizable Set,Smashbox,1,0.719607843137255,#D4A69B,True,1.0,12.0
89,Givenchy,Matissime Velvet Radiant Mattifying Fluid Foundation SPF 20,,N01,0.77843137254902,#E0C3AD,True,1.0,8.0
90,SEPHORA COLLECTION,Clean Glowing Skin Foundation,,1,0.798039215686275,#ECCCAB,True,1.0,50.0
91,Armani Beauty,Crema Nuda Supreme Glow Reviving Tinted Moisturizer,Nude Glow,1,0.658823529411765,#CC9484,True,1.0,51.0
92,KEVYN AUCOIN,The Etherealist Foundation,Light EF,01,0.743137254901961,#D6B4A5,True,1.0,52.0
93,surratt beauty,Surreal Skin Foundation Wand,Surreal Skin,1,0.817647058823529,#F5CFAC,True,1.0,53.0
94,bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,bareMinerals,01,0.707843137254902,#CEB29B,True,1.0,54.0
95,KEVYN AUCOIN,Stripped Nude Skin Tint,ST,01,0.876470588235294,#FCDBC3,True,1.0,55.0
96,Benefit Cosmetics,Mini Hello Happy Flawless Brightening Foundation SPF 15,,1,0.874509803921569,#FAD4C4,True,1.0,56.0
97,Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,,1.05,0.688235294117647,#DFAE80,True,1.05,9.0
98,Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,,1.05,0.819607843137255,#F1D1B1,True,1.05,10.0
99,Smashbox,Primer + Foundation Customizable Set,Smashbox,1.05,0.717647058823529,#DAB694,True,1.05,12.0
100,Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,,1.1,0.645098039215686,#D1A378,True,1.1,9.0
101,Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,,1.1,0.798039215686275,#F0CBA7,True,1.1,10.0
102,beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Neutral,1.10,0.917647058823529,#FCEDD8,True,1.1,35.0
103,TOM FORD,Traceless Soft Matte Foundation,Warm Sand,1.1,0.794117647058823,#E2D0B3,True,1.1,3.0
104,TOM FORD,Traceless Foundation Stick,Warm Sand,1.1,0.66078431372549,#D3AA7E,True,1.1,5.0
105,Smashbox,Primer + Foundation Customizable Set,Smashbox,1.1,0.813725490196078,#E0CDBF,True,1.1,12.0
106,Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,,1.15,0.690196078431373,#E3AA7D,True,1.15,9.0
107,Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,,1.15,0.8,#F6C6A2,True,1.15,10.0
108,Smashbox,Primer + Foundation Customizable Set,Smashbox,1.15,0.698039215686274,#D0A594,True,1.15,12.0
109,Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,,1.2,0.680392156862745,#E0A77B,True,1.2,9.0
110,Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,,1.2,0.823529411764706,#FCD3A8,True,1.2,10.0
111,beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Cool,1.20,0.911764705882353,#FBE6D6,True,1.2,35.0
112,Smashbox,Primer + Foundation Customizable Set,Smashbox,1.2,0.729411764705882,#D5B49F,True,1.2,12.0
113,beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Warm,1.30,0.858823529411765,#F5DBC1,True,1.3,35.0
114,TOM FORD,Traceless Soft Matte Foundation,Nude Ivory,1.3,0.784313725490196,#E2C8AE,True,1.3,3.0
115,TOM FORD,Traceless Foundation Stick,Nude Ivory,1.3,0.67843137254902,#D7A683,True,1.3,5.0
116,beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Neutral,1.40,0.805882352941176,#ECCCAF,True,1.4,35.0
117,TOM FORD,Traceless Soft Matte Foundation,Bone,1.4,0.774509803921569,#E2CCA9,True,1.4,3.0
118,TOM FORD,Traceless Foundation Stick,Bone,1.4,0.670588235294118,#D2A884,True,1.4,5.0
119,NUDESTIX,Tinted Cover Foundation,Nude,1.5,0.888235294117647,#F2DBD3,True,1.5,22.0
120,bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,Birch,1.5,0.837254901960784,#FCD0AF,True,1.5,26.0
121,Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,,1.5,0.729411764705882,#DAB69A,True,1.5,15.0
122,HOURGLASS,Veil Fluid Makeup,Nude,No. 1.5,0.798039215686275,#EEC5A9,True,1.5,2.0
123,beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Cool,1.50,0.796078431372549,#F0C3A6,True,1.5,35.0
124,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,Birch,1.5,0.837254901960784,#F5D4B6,True,1.5,36.0
125,TOM FORD,Traceless Soft Matte Foundation,Cream,1.5,0.784313725490196,#E3C9AD,True,1.5,3.0
126,Armani Beauty,Neo Nude Foundation,,1.5,0.82156862745098,#F3CFB0,True,1.5,4.0
127,Charlotte Tilbury,Light Wonder Foundation,,1.5,0.817647058823529,#EAD0B7,True,1.5,43.0
128,bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,Birch,1.5,0.790196078431373,#F4C99F,True,1.5,45.0
129,TOM FORD,Traceless Foundation Stick,Cream,1.5,0.747058823529412,#EBAE92,True,1.5,5.0
130,beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Warm,1.60,0.784313725490196,#EEC5A2,True,1.6,35.0
131,Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,,Shade 2,0.782352941176471,#F1CB9E,True,2.0,19.0
132,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,Light Warm,Shade 2,0.835294117647059,#F7D3B3,True,2.0,20.0
133,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Light Neutral,Shade 2,0.819607843137255,#EDD2B5,True,2.0,21.0
134,KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Light,002,0.927450980392157,#FEE7DB,True,2.0,57.0
135,NUDESTIX,Tinted Cover Foundation,Nude,2,0.817647058823529,#E8C5B9,True,2.0,22.0
136,Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,,2.0,0.66078431372549,#DEA973,True,2.0,9.0
137,Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,,2,0.815686274509804,#FCCCA4,True,2.0,10.0
138,Catrice,True Skin Hydrating Foundation,Neutral Ivory,002,0.762745098039216,#EEBF97,True,2.0,58.0
139,bareMinerals,Matte Foundation Broad Spectrum SPF 15,Fair Ivory,02,0.831372549019608,#FCCCAC,True,2.0,23.0
140,Makeup Revolution,Fast Base Stick Foundation,,F2,0.750980392156863,#E0C79F,True,2.0,24.0
141,bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Fair Ivory,02,0.831372549019608,#FCCCAC,True,2.0,25.0
142,bareMinerals,BAREPRO Performance Wear Powder Foundation,Ivory,2,0.837254901960784,#FDCFAE,True,2.0,14.0
143,Clinique,Almost Powder Makeup,Neutral Fair,02,0.950980392156863,#F4F3F1,,2.0,
144,Clinique,Beyond Perfecting Powder Foundation + Concealer,Alabaster,02,0.719607843137255,#E3B58C,,2.0,
145,bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,Vanilla,02,0.747058823529412,#EEB38F,True,2.0,26.0
146,Makeup Revolution,Conceal & Hydrate Foundation,,F2,0.807843137254902,#E9CAB3,True,2.0,27.0
147,Makeup Revolution,Conceal & Define Full Coverage Foundation,,F2,0.82156862745098,#F4D2AF,True,2.0,1.0
148,Makeup Revolution,Conceal & Glow Foundation,,F2,0.825490196078431,#F1CDB4,True,2.0,28.0
149,Pacifica,Alight Clean Foundation,Neutral Deep,02ND,0.331372549019608,#834626,False,2.0,29.0
150,jane iredale,Beyond Matte Liquid Foundation,,M2,0.754901960784314,#F1B990,True,2.0,30.0
151,Clinique,Beyond Perfecting Foundation + Concealer,Breeze,CN 02,0.917647058823529,#FEEAD6,,2.0,
152,Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,,2.0,0.756862745098039,#E5BD9D,True,2.0,15.0
153,bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,Ivory,2,0.837254901960784,#FDCFAE,True,2.0,16.0
154,Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,Breeze,CN 02,0.801960784313726,#F1C5A8,,2.0,
155,Physicians Formula,The Healthy Foundation SPF 20,,DpW2,0.290196078431373,#704324,True,2.0,31.0
156,bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,Fair Ivory,02,0.807843137254902,#FDCB9F,True,2.0,32.0
157,LORAC,PRO Soft Focus Longwear Foundation,,02,0.707843137254902,#D6B093,True,2.0,33.0
158,HOURGLASS,Veil Fluid Makeup,Light Beige,No. 2,0.723529411764706,#E2B08F,True,2.0,2.0
159,Catrice,HD Liquid Coverage Foundation,Porcelain Beige,002,0.758823529411765,#E6C39D,True,2.0,59.0
160,ILIA,Super Serum Skin Tint SPF 40 Foundation,Tulum,2,0.86078431372549,#F3D8C4,True,2.0,34.0
161,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,Vanilla,02,0.774509803921569,#DCBBAF,True,2.0,36.0
162,SEPHORA COLLECTION,Matte Perfection Powder Foundation,Porcelain Neutral,02,0.805882352941176,#E3C6B8,True,2.0,60.0
163,bareMinerals,BAREPRO Longwear Powder Foundation ,Ivory,02,0.872549019607843,#FDD9C0,True,2.0,17.0
164,PAT McGRATH LABS,Sublime Perfection Foundation,Light,2,0.884313725490196,#F6DCCD,True,2.0,37.0
165,bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,Ivory,02,0.880392156862745,#FDDDC4,True,2.0,18.0
166,bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,Fair Ivory,02,0.664705882352941,#D09B83,True,2.0,38.0
167,SEPHORA COLLECTION,Make No Mistake Foundation & Concealer Stick,Birch,2,0.794117647058823,#E4C3B1,True,2.0,39.0
168,Laura Mercier,Smooth Finish Foundation Powder,,2,0.841176470588235,#F9D0B4,True,2.0,40.0
169,Kosas,Tinted Face Oil Foundation,Tone,02,0.852941176470588,#F3D8C0,True,2.0,41.0
170,TOM FORD,Traceless Soft Matte Foundation,Buff,2.0,0.782352941176471,#E3C7AC,True,2.0,3.0
171,Armani Beauty,Neo Nude Foundation,,2,0.792156862745098,#ECC5A8,True,2.0,4.0
172,Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,,2,0.696078431372549,#D1AE92,True,2.0,42.0
173,Charlotte Tilbury,Light Wonder Foundation,Fair,2,0.788235294117647,#E0C5B2,True,2.0,43.0
174,Lancôme,SKIN FEELS GOOD Skin Nourishing Foundation,,02C,0.676470588235294,#D0A289,True,2.0,44.0
175,bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,Vanilla,02,0.782352941176471,#EFC3A0,True,2.0,45.0
176,TOM FORD,Traceless Foundation Stick,Buff,2.0,0.784313725490196,#F3C29D,True,2.0,5.0
177,Charlotte Tilbury,Magic Foundation,,2,0.782352941176471,#DEC2B1,True,2.0,6.0
178,SEPHORA COLLECTION,Matte Perfection Tinted Moisturizer,Silk Sephora Quality Way-Nice Price,2,0.870588235294118,#F5D6C7,True,2.0,46.0
179,Bobbi Brown,Skin Weightless Powder Foundation,Sand,2,0.768627450980392,#E7C3A1,True,2.0,7.0
180,Armani Beauty,Luminous Silk Compact Powder Foundation,,2,0.8,#E7C8B1,True,2.0,61.0
181,Armani Beauty,Designer Lift Smoothing Firming Full Coverage Foundation with SPF 20,,2,0.727450980392157,#E4B98F,True,2.0,62.0
182,KEVYN AUCOIN,Foundation Balm,Light EF,02,0.827450980392157,#F6D2B0,True,2.0,48.0
183,NUDESTIX,Nudies Tinted Blur Stick,Light,2,0.747058823529412,#E1B19C,True,2.0,49.0
184,Koh Gen Do,Aqua Foundation,,2,0.807843137254902,#EBC7B1,True,2.0,63.0
185,Smashbox,Primer + Foundation Customizable Set,Smashbox,2,0.733333333333333,#E7B48F,True,2.0,12.0
186,Givenchy,Matissime Velvet Radiant Mattifying Fluid Foundation SPF 20,,N02,0.811764705882353,#E8C1B6,True,2.0,8.0
187,Armani Beauty,Crema Nuda Supreme Glow Reviving Tinted Moisturizer,Light Glow,2,0.633333333333333,#C88C7B,True,2.0,51.0
188,KEVYN AUCOIN,The Etherealist Foundation,Light EF,02,0.719607843137255,#D2B49D,True,2.0,52.0
189,surratt beauty,Surreal Skin Foundation Wand,Surreal Skin,2,0.790196078431373,#F2C3A1,True,2.0,53.0
190,bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,bareMinerals,02,0.801960784313726,#ECCEAD,True,2.0,54.0
191,KEVYN AUCOIN,Stripped Nude Skin Tint,ST,02,0.82156862745098,#F2D3B1,True,2.0,55.0
192,Armani Beauty,Maestro Fusion Makeup SPF 15 Liquid Foundation,,2,0.7,#D8B28D,True,2.0,64.0
193,Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,,2.1,0.670588235294118,#DDA779,True,2.1,9.0
194,Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,,2.1,0.801960784313726,#FCC69D,True,2.1,10.0
195,beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Cool,2.10,0.774509803921569,#E3C2A8,True,2.1,35.0
196,Smashbox,Primer + Foundation Customizable Set,Smashbox,2.1,0.762745098039216,#DBC0AA,True,2.1,12.0
197,Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,,2.12,0.668627450980392,#DCA879,True,2.12,9.0
198,Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,,2.12,0.790196078431373,#F8C79B,True,2.12,10.0
199,Smashbox,Primer + Foundation Customizable Set,Smashbox,2.12,0.668627450980392,#D9A27C,True,2.12,12.0
200,Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,,2.15,0.647058823529412,#D59E75,True,2.15,9.0
201,Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,,2.15,0.796078431372549,#F3C0A3,True,2.15,10.0
202,Smashbox,Primer + Foundation Customizable Set,Smashbox,2.15,0.674509803921569,#C89E90,True,2.15,12.0
203,Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,,2.16,0.631372549019608,#D39D6F,True,2.16,9.0
204,Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,,2.16,0.794117647058823,#FCC599,True,2.16,10.0
205,Smashbox,Primer + Foundation Customizable Set,Smashbox,2.16,0.686274509803922,#E0A27E,True,2.16,12.0
206,Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,,2.18,0.62156862745098,#CB9C72,True,2.18,9.0
207,Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,,2.18,0.780392156862745,#F6C298,True,2.18,10.0
208,Smashbox,Primer + Foundation Customizable Set,Smashbox,2.18,0.666666666666667,#D79B7D,True,2.18,12.0
209,Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,,2.2,0.629411764705882,#D29E6F,True,2.2,9.0
210,Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,,2.2,0.764705882352941,#F9C28D,True,2.2,10.0
211,beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Neutral/Olive,2.20,0.766666666666667,#ECC49B,True,2.2,35.0
212,Smashbox,Primer + Foundation Customizable Set,Smashbox,2.2,0.72156862745098,#D4B59C,True,2.2,12.0
213,Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,,2.22,0.633333333333333,#D39F70,True,2.22,9.0
214,Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,,2.22,0.750980392156863,#F4C28B,True,2.22,10.0
215,Smashbox,Primer + Foundation Customizable Set,Smashbox,2.22,0.664705882352941,#D7A07C,True,2.22,12.0
216,Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,,2.25,0.605882352941176,#CC9669,True,2.25,9.0
217,Smashbox,Primer + Foundation Customizable Set,Smashbox,2.25,0.637254901960784,#C29483,True,2.25,12.0
218,Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,,2.3,0.617647058823529,#D19C6A,True,2.3,9.0
219,Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,,2.3,0.709803921568627,#EEB17C,True,2.3,10.0
220,beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Warm,2.30,0.766666666666667,#ECC49B,True,2.3,35.0
221,Smashbox,Primer + Foundation Customizable Set,Smashbox,2.3,0.698039215686274,#D0AD94,True,2.3,12.0
222,Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,,2.35,0.613725490196078,#CF9D6A,True,2.35,9.0
