index,brand,product,name,specific,lightness,hex,lightToDark,numbers,id
598,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,Desert,6.5,0.688235294117647,#D9A986,True,6.5,36.0
599,TOM FORD,Traceless Soft Matte Foundation,Sable,6.5,0.676470588235294,#D0AB89,True,6.5,3.0
600,Armani Beauty,Neo Nude Foundation,,6.5,0.63921568627451,#D29D74,True,6.5,4.0
601,Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,,6.5,0.662745098039216,#CFA083,True,6.5,42.0
602,bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,Desert,6.5,0.676470588235294,#D1A788,True,6.5,45.0
603,TOM FORD,Traceless Foundation Stick,Sable,6.5,0.752941176470588,#F1AF8F,True,6.5,5.0
604,Charlotte Tilbury,Magic Foundation,,6.5,0.727450980392157,#D7AF9C,True,6.5,6.0
605,Armani Beauty,Luminous Silk Compact Powder Foundation,,6.5,0.705882352941177,#D8AA90,True,6.5,61.0
606,Charlotte Tilbury,Magic Foundation,,6.75,0.707843137254902,#D4AC95,True,6.75,6.0
607,Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,,Shade 7,0.641176470588235,#D9A76E,True,7.0,19.0
608,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,Medium-Tan Neutral,Shade 7,0.515686274509804,#C88C3F,True,7.0,20.0
609,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Medium-Tan Neutral,Shade 7,0.586274509803922,#C39E68,True,7.0,21.0
610,NUDESTIX,Tinted Cover Foundation,Nude,7,0.564705882352941,#C08560,True,7.0,22.0
611,bareMinerals,Matte Foundation Broad Spectrum SPF 15,Golden Ivory,07,0.772549019607843,#F6C494,True,7.0,23.0
612,Makeup Revolution,Fast Base Stick Foundation,,F7,0.686274509803922,#D7B187,True,7.0,24.0
613,bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Golden Ivory,07,0.772549019607843,#F6C494,True,7.0,25.0
614,bareMinerals,BAREPRO Performance Wear Powder Foundation,Warm Light,07,0.788235294117647,#F5C59D,True,7.0,14.0
615,Clinique,Beyond Perfecting Powder Foundation + Concealer,Cream Chamois,07,0.72156862745098,#DEB192,,7.0,
616,bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,Tan,07,0.643137254901961,#D79371,True,7.0,26.0
617,Makeup Revolution,Conceal & Hydrate Foundation,,F7,0.764705882352941,#E8BE9E,True,7.0,27.0
618,Makeup Revolution,Conceal & Define Full Coverage Foundation,,F7,0.854901960784314,#FED2B6,True,7.0,1.0
619,Makeup Revolution,Conceal & Glow Foundation,,F7,0.694117647058824,#DEA884,True,7.0,28.0
620,Pacifica,Alight Clean Foundation,Warm Deep,07WD,0.398039215686274,#9D5F2E,False,7.0,29.0
621,jane iredale,Beyond Matte Liquid Foundation,,M7,0.674509803921569,#E3A775,True,7.0,30.0
622,Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,,7.0,0.658823529411765,#CEA182,True,7.0,15.0
623,bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,Warm Light,07,0.788235294117647,#F5C59D,True,7.0,16.0
624,Ofra Cosmetics,Absolute Cover Foundation,,7,0.529411764705882,#A58B69,True,7.0,13.0
625,bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,Golden Ivory,07,0.762745098039216,#F5C290,True,7.0,32.0
626,LORAC,PRO Soft Focus Longwear Foundation,,07,0.643137254901961,#D2A176,True,7.0,33.0
627,HOURGLASS,Veil Fluid Makeup,Chestnut,No. 7,0.409803921568627,#92663F,True,7.0,2.0
628,ILIA,Super Serum Skin Tint SPF 40 Foundation,Diaz,7,0.715686274509804,#DCAE91,True,7.0,34.0
629,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,Tan,07,0.684313725490196,#CAA293,True,7.0,36.0
630,bareMinerals,BAREPRO Longwear Powder Foundation ,Warm Light,07,0.788235294117647,#F6CC9C,True,7.0,17.0
631,PAT McGRATH LABS,Sublime Perfection Foundation,Light,7,0.858823529411765,#F5D9C1,True,7.0,37.0
632,bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,Warm Light,07,0.770588235294118,#E1C8A8,True,7.0,18.0
633,bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,Golden Ivory,07,0.635294117647059,#D19973,True,7.0,38.0
634,SEPHORA COLLECTION,Make No Mistake Foundation & Concealer Stick,Maple,7,0.715686274509804,#DFAF8E,True,7.0,39.0
635,Laura Mercier,Smooth Finish Foundation Powder,,7,0.752941176470588,#FAC186,True,7.0,40.0
636,Kosas,Tinted Face Oil Foundation,Tone,07,0.615686274509804,#BF997B,True,7.0,41.0
637,TOM FORD,Traceless Soft Matte Foundation,Tawny,7.0,0.664705882352941,#CEA985,True,7.0,3.0
638,Armani Beauty,Neo Nude Foundation,,7,0.664705882352941,#DDA776,True,7.0,4.0
639,Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,,7,0.641176470588235,#CC957B,True,7.0,42.0
640,Charlotte Tilbury,Light Wonder Foundation,Medium,7,0.686274509803922,#D5AB89,True,7.0,43.0
641,bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,Tan,07,0.7,#DDA988,True,7.0,45.0
642,TOM FORD,Traceless Foundation Stick,Tawny,7.0,0.676470588235294,#DE987B,True,7.0,5.0
643,Charlotte Tilbury,Magic Foundation,,7,0.707843137254902,#D4AE95,True,7.0,6.0
644,SEPHORA COLLECTION,Matte Perfection Tinted Moisturizer,Linen Sephora Quality Way-Nice Price,7,0.713725490196078,#D5AE97,True,7.0,46.0
645,Armani Beauty,Luminous Silk Compact Powder Foundation,,7,0.696078431372549,#D3A990,True,7.0,61.0
646,Armani Beauty,Designer Lift Smoothing Firming Full Coverage Foundation with SPF 20,,7,0.635294117647059,#D0A274,True,7.0,62.0
647,KEVYN AUCOIN,Foundation Balm,Medium EF,07,0.692156862745098,#DDAD84,True,7.0,48.0
648,NUDESTIX,Nudies Tinted Blur Stick,Medium,7,0.605882352941176,#C6866F,True,7.0,49.0
649,Givenchy,Matissime Velvet Radiant Mattifying Fluid Foundation SPF 20,,N07,0.631372549019608,#CC9F76,True,7.0,8.0
650,SEPHORA COLLECTION,Clean Glowing Skin Foundation,,7,0.762745098039216,#E5C3A0,True,7.0,50.0
651,KEVYN AUCOIN,The Etherealist Foundation,Medium EF,07,0.676470588235294,#C9A490,True,7.0,52.0
652,surratt beauty,Surreal Skin Foundation Wand,Surreal Skin,7,0.494117647058824,#AB7351,True,7.0,53.0
653,bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,bareMinerals,07,0.798039215686275,#F6CEA1,True,7.0,54.0
654,KEVYN AUCOIN,Stripped Nude Skin Tint,ST,07,0.741176470588235,#EBAC8F,True,7.0,55.0
655,Ofra Cosmetics,Absolute Cover Foundation,,7.15,0.609803921568628,#C5A472,True,7.15,13.0
656,Ofra Cosmetics,Absolute Cover Foundation,,7.2,0.488235294117647,#AF804A,True,7.2,13.0
657,TOM FORD,Traceless Soft Matte Foundation,Sepia,7.2,0.664705882352941,#CDAB86,True,7.2,3.0
658,TOM FORD,Traceless Foundation Stick,Sepia,7.2,0.674509803921569,#D3A685,True,7.2,5.0
659,Ofra Cosmetics,Absolute Cover Foundation,,7.25,0.456862745098039,#9C774D,True,7.25,13.0
660,Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,,7.25,0.643137254901961,#D49A74,True,7.25,42.0
661,NUDESTIX,Tinted Cover Foundation,Nude,7.5,0.474509803921569,#AC7446,True,7.5,22.0
662,bareMinerals,BAREPRO Performance Wear Powder Foundation,Shell,7.5,0.745098039215686,#E6A996,True,7.5,14.0
663,bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,Dune,7.5,0.605882352941176,#CD9568,True,7.5,26.0
664,Makeup Revolution,Conceal & Define Full Coverage Foundation,,F7.5,0.680392156862745,#DCA67F,True,7.5,1.0
665,Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,,7.5,0.603921568627451,#C39171,True,7.5,15.0
666,bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,Shell,7.5,0.745098039215686,#E6A996,True,7.5,16.0
667,Ofra Cosmetics,Absolute Cover Foundation,,7.5,0.456862745098039,#A07349,True,7.5,13.0
668,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,Dune,7.5,0.701960784313725,#DEAE88,True,7.5,36.0
669,bareMinerals,BAREPRO Longwear Powder Foundation ,Shell,7.5,0.782352941176471,#E9B6A6,True,7.5,17.0
670,bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,Shell,7.5,0.811764705882353,#EEC1B0,True,7.5,18.0
671,Kosas,Tinted Face Oil Foundation,Tone,7.5,0.468627450980392,#B1763E,True,7.5,41.0
672,TOM FORD,Traceless Soft Matte Foundation,Shell Beige,7.5,0.654901960784314,#C7A987,True,7.5,3.0
673,Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,,7.5,0.623529411764706,#C79A77,True,7.5,42.0
674,bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,Dune,7.5,0.676470588235294,#D7AD82,True,7.5,45.0
675,TOM FORD,Traceless Foundation Stick,Shell Beige,7.5,0.654901960784314,#CCA282,True,7.5,5.0
676,KEVYN AUCOIN,Foundation Balm,Medium EF,7.5,0.696078431372549,#DFAB84,True,7.5,48.0
677,TOM FORD,Traceless Soft Matte Foundation,Honey,7.7,0.643137254901961,#C99F7F,True,7.7,3.0
678,TOM FORD,Traceless Foundation Stick,Honey,7.7,0.709803921568627,#E9AB81,True,7.7,5.0
679,Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,,7.75,0.629411764705882,#D09B71,True,7.75,15.0
680,Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,,7.75,0.662745098039216,#DA9878,True,7.75,42.0
681,Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,,Shade 8,0.609803921568628,#CA986D,True,8.0,19.0
682,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,Tan Warm,Shade 8,0.447058823529412,#AB6939,True,8.0,20.0
683,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Tan Warm,Shade 8,0.558823529411765,#B48E69,True,8.0,21.0
684,KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Light,008,0.766666666666667,#EAC39D,True,8.0,57.0
685,NUDESTIX,Tinted Cover Foundation,Nude,8,0.401960784313726,#976136,True,8.0,22.0
686,bareMinerals,Matte Foundation Broad Spectrum SPF 15,Light,08,0.733333333333333,#F1B885,True,8.0,23.0
687,bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Light,08,0.731372549019608,#F1B884,True,8.0,25.0
688,bareMinerals,BAREPRO Performance Wear Powder Foundation,Golden Ivory,08,0.776470588235294,#F4C398,True,8.0,14.0
689,Clinique,Beyond Perfecting Powder Foundation + Concealer,Golden Neutral,08,0.703921568627451,#E2B185,,8.0,
690,bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,Spice,08,0.666666666666667,#E2A272,True,8.0,26.0
691,Makeup Revolution,Conceal & Define Full Coverage Foundation,,F8,0.774509803921569,#FDBE8E,True,8.0,1.0
692,jane iredale,Beyond Matte Liquid Foundation,,M8,0.603921568627451,#D7995D,True,8.0,30.0
693,Clinique,Stay Matte Oil-Free Makeup,Linen,CN 08,0.884313725490196,#F4DFCF,,8.0,
694,Clinique,Beyond Perfecting Foundation + Concealer,Linen,CN 08,0.884313725490196,#F4DFCF,,8.0,
695,Juice Beauty,PHYTO-PIGMENTS Flawless Serum Foundation,Cream,08,0.82156862745098,#EDCDB6,True,8.0,71.0
696,Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,,8.0,0.57843137254902,#C38864,True,8.0,15.0
697,bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,Golden Ivory,08,0.776470588235294,#F4C398,True,8.0,16.0
698,Ofra Cosmetics,Absolute Cover Foundation,,8,0.443137254901961,#9A6E48,True,8.0,13.0
699,bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,Light,08,0.731372549019608,#F5B780,True,8.0,32.0
700,LORAC,PRO Soft Focus Longwear Foundation,,08,0.609803921568628,#C79A70,True,8.0,33.0
701,HOURGLASS,Veil Fluid Makeup,Walnut,No. 8,0.33921568627451,#754A38,True,8.0,2.0
702,Catrice,HD Liquid Coverage Foundation,Fair Beige,008,0.688235294117647,#D4B28B,True,8.0,59.0
703,ILIA,Super Serum Skin Tint SPF 40 Foundation,Shela,8,0.701960784313725,#DFAB87,True,8.0,34.0
704,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,Spice,08,0.656862745098039,#CB9D84,True,8.0,36.0
705,SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Light Ivory,8,0.731372549019608,#D9B19C,True,8.0,66.0
706,SEPHORA COLLECTION,Matte Perfection Powder Foundation,Fair Neutral,08,0.735294117647059,#D3B4A4,True,8.0,60.0
707,bareMinerals,BAREPRO Longwear Powder Foundation ,Golden Ivory,08,0.788235294117647,#F4CD9E,True,8.0,17.0
708,PAT McGRATH LABS,Sublime Perfection Foundation,Light Medium,8,0.809803921568627,#EFC9AE,True,8.0,37.0
709,bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,Golden Ivory,08,0.745098039215686,#DCC5A0,True,8.0,18.0
710,bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,Light,08,0.656862745098039,#CAAD85,True,8.0,38.0
711,SEPHORA COLLECTION,Make No Mistake Foundation & Concealer Stick,Bamboo,8,0.705882352941177,#DDA78B,True,8.0,39.0
712,Laura Mercier,Smooth Finish Foundation Powder,,8,0.756862745098039,#FDC185,True,8.0,40.0
713,Kosas,Tinted Face Oil Foundation,Tone,08,0.43921568627451,#92634E,True,8.0,41.0
714,Armani Beauty,Neo Nude Foundation,,8,0.633333333333333,#CCA077,True,8.0,4.0
715,Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,,8,0.62156862745098,#C89475,True,8.0,42.0
716,Charlotte Tilbury,Light Wonder Foundation,Medium,8,0.682352941176471,#D0A78C,True,8.0,43.0
717,Lancôme,SKIN FEELS GOOD Skin Nourishing Foundation,,08N,0.629411764705882,#C4927D,True,8.0,44.0
718,bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,Spice,08,0.719607843137255,#E3B38C,True,8.0,45.0
719,Charlotte Tilbury,Magic Foundation,,8,0.684313725490196,#CFA68E,True,8.0,6.0
720,SEPHORA COLLECTION,Matte Perfection Tinted Moisturizer,Canvas Sephora Quality Way-Nice Price,8,0.680392156862745,#CFA38C,True,8.0,46.0
721,Bobbi Brown,Skin Weightless Powder Foundation,Walnut,8,0.582352941176471,#D18258,True,8.0,7.0
722,KEVYN AUCOIN,Foundation Balm,Medium EF,08,0.666666666666667,#D9A77B,True,8.0,48.0
723,NUDESTIX,Nudies Tinted Blur Stick,Deep,8,0.6,#C4836E,True,8.0,49.0
724,Givenchy,Matissime Velvet Radiant Mattifying Fluid Foundation SPF 20,,N08,0.62156862745098,#C99C74,True,8.0,8.0
725,KEVYN AUCOIN,The Etherealist Foundation,Medium EF,08,0.668627450980392,#C8A88D,True,8.0,52.0
726,surratt beauty,Surreal Skin Foundation Wand,Surreal Skin,8,0.515686274509804,#AF7F58,True,8.0,53.0
727,bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,bareMinerals,08,0.656862745098039,#CAAD85,True,8.0,54.0
728,KEVYN AUCOIN,Stripped Nude Skin Tint,ST,08,0.666666666666667,#D6A27E,True,8.0,55.0
729,SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,Y,08,0.747058823529412,#EDC390,True,8.0,69.0
730,Makeup Revolution,Conceal & Define Full Coverage Foundation,,F8.2,0.631372549019608,#CD9E75,True,8.2,1.0
731,Kosas,Tinted Face Oil Foundation,Tone,8.2,0.392156862745098,#A06728,True,8.2,41.0
732,TOM FORD,Traceless Soft Matte Foundation,Warm Honey,8.2,0.631372549019608,#C69C7C,True,8.2,3.0
733,TOM FORD,Traceless Foundation Stick,Warm Honey,8.2,0.476470588235294,#A26C51,True,8.2,5.0
734,Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,,P8.5,0.898039215686275,#F7E5D3,True,8.5,11.0
735,bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,Terra,8.5,0.509803921568627,#B17953,True,8.5,26.0
736,Makeup Revolution,Conceal & Define Full Coverage Foundation,,F8.5,0.819607843137255,#F1DBB1,True,8.5,1.0
737,Ofra Cosmetics,Absolute Cover Foundation,,8.5,0.382352941176471,#7C6047,True,8.5,13.0
738,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,Terra,8.5,0.676470588235294,#D9A480,True,8.5,36.0
739,Armani Beauty,Neo Nude Foundation,,8.5,0.603921568627451,#C5946F,True,8.5,4.0
740,bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,Terra,8.5,0.645098039215686,#C7A482,True,8.5,45.0
741,Charlotte Tilbury,Magic Foundation,,8.5,0.63921568627451,#D39A73,True,8.5,6.0
742,Kosas,Tinted Face Oil Foundation,Tone,8.7,0.356862745098039,#98591E,True,8.7,41.0
743,TOM FORD,Traceless Soft Matte Foundation,Golden Almond,8.7,0.637254901960784,#C9A27C,True,8.7,3.0
744,TOM FORD,Traceless Foundation Stick,Golden Almond,8.7,0.66078431372549,#D2A57F,True,8.7,5.0
745,Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,,8.75,0.586274509803922,#C89163,True,8.75,15.0
746,Armani Beauty,Neo Nude Foundation,,8.75,0.617647058823529,#D19A6A,True,8.75,4.0
747,Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,,8.75,0.631372549019608,#CD9075,True,8.75,42.0
748,Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,,Shade 9,0.52156862745098,#B87B52,True,9.0,19.0
749,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,Deep Neutral,Shade 9,0.380392156862745,#8D5D35,True,9.0,20.0
750,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Deep Neutral,Shade 9,0.494117647058824,#B78145,True,9.0,21.0
751,NUDESTIX,Tinted Cover Foundation,Nude,9,0.356862745098039,#8B542B,True,9.0,22.0
752,bareMinerals,Matte Foundation Broad Spectrum SPF 15,Light Beige,09,0.786274509803922,#F1C5A0,True,9.0,23.0
753,Makeup Revolution,Fast Base Stick Foundation,,F9,0.684313725490196,#D8AD85,True,9.0,24.0
754,bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Light Beige,09,0.786274509803922,#F1C5A0,True,9.0,25.0
755,bareMinerals,BAREPRO Performance Wear Powder Foundation,Light Natural,09,0.698039215686274,#DCAC88,True,9.0,14.0
756,Clinique,Beyond Perfecting Powder Foundation + Concealer,Neutral,09,0.696078431372549,#DDAB86,,9.0,
757,bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,Chestnut,09,0.437254901960784,#996A46,True,9.0,26.0
758,Makeup Revolution,Conceal & Define Full Coverage Foundation,,F9,0.849019607843137,#FED8B3,True,9.0,1.0
759,jane iredale,Beyond Matte Liquid Foundation,,M9,0.603921568627451,#D49660,True,9.0,30.0
760,Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,,9.0,0.5,#AC7453,True,9.0,15.0
761,bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,Light Natural,09,0.698039215686274,#DCAC88,True,9.0,16.0
762,Ofra Cosmetics,Absolute Cover Foundation,,9,0.42156862745098,#8D6B4A,True,9.0,13.0
763,bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,Light Beige,09,0.807843137254902,#FCC6A0,True,9.0,32.0
764,LORAC,PRO Soft Focus Longwear Foundation,,09,0.617647058823529,#D8A563,True,9.0,33.0
765,ILIA,Super Serum Skin Tint SPF 40 Foundation,Paloma,9,0.701960784313725,#DFAB87,True,9.0,34.0
766,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,Chestnut,09,0.625490196078431,#C5937A,True,9.0,36.0
767,bareMinerals,BAREPRO Longwear Powder Foundation ,Natural Light,09,0.8,#F6CCA2,True,9.0,17.0
768,PAT McGRATH LABS,Sublime Perfection Foundation,Light Medium,9,0.813725490196078,#F1C3AE,True,9.0,37.0
769,bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,Light Natural,09,0.786274509803922,#EEC8A3,True,9.0,18.0
770,bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,Light Beige,09,0.698039215686274,#D1A593,True,9.0,38.0
771,SEPHORA COLLECTION,Make No Mistake Foundation & Concealer Stick,Sandalwood,9,0.613725490196078,#C69073,True,9.0,39.0
772,Laura Mercier,Smooth Finish Foundation Powder,,9,0.643137254901961,#DB9D6D,True,9.0,40.0
773,Kosas,Tinted Face Oil Foundation,Tone,09,0.411764705882353,#855E4D,True,9.0,41.0
774,Armani Beauty,Neo Nude Foundation,,9,0.629411764705882,#D19B70,True,9.0,4.0
775,Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,,9,0.580392156862745,#B98B6F,True,9.0,42.0
776,Charlotte Tilbury,Light Wonder Foundation,Dark,9,0.674509803921569,#D5A483,True,9.0,43.0
777,Lancôme,SKIN FEELS GOOD Skin Nourishing Foundation,,009N,0.86078431372549,#EDDCCA,True,9.0,44.0
778,bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,Chestnut,09,0.541176470588235,#AD8667,True,9.0,45.0
779,Charlotte Tilbury,Magic Foundation,,9,0.672549019607843,#CCA28B,True,9.0,6.0
780,SEPHORA COLLECTION,Matte Perfection Tinted Moisturizer,Chiffon Sephora Quality Way-Nice Price,9,0.66078431372549,#D09B81,True,9.0,46.0
781,Armani Beauty,Luminous Silk Compact Powder Foundation,,9,0.607843137254902,#C38D73,True,9.0,61.0
782,KEVYN AUCOIN,Foundation Balm,Medium EF,09,0.658823529411765,#D2A37E,True,9.0,48.0
783,NUDESTIX,Nudies Tinted Blur Stick,Deep,9,0.523529411764706,#B26F59,True,9.0,49.0
784,Givenchy,Matissime Velvet Radiant Mattifying Fluid Foundation SPF 20,,N09,0.56078431372549,#D18A4D,True,9.0,8.0
785,SEPHORA COLLECTION,Clean Glowing Skin Foundation,,9,0.758823529411765,#E3B3A0,True,9.0,50.0
786,KEVYN AUCOIN,The Etherealist Foundation,Medium EF,09,0.658823529411765,#C79D89,True,9.0,52.0
787,surratt beauty,Surreal Skin Foundation Wand,Surreal Skin,9,0.511764705882353,#B17D54,True,9.0,53.0
788,bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,bareMinerals,09,0.698039215686274,#D1A593,True,9.0,54.0
789,KEVYN AUCOIN,Stripped Nude Skin Tint,ST,09,0.527450980392157,#B3755A,True,9.0,55.0
790,Armani Beauty,Maestro Fusion Makeup SPF 15 Liquid Foundation,,9,0.633333333333333,#D3A170,True,9.0,64.0
791,Makeup Revolution,Conceal & Define Full Coverage Foundation,,F9.2,0.5,#AE7651,True,9.2,1.0
792,Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,,P9.5,0.774509803921569,#F2C599,True,9.5,11.0
793,bareMinerals,BAREPRO Performance Wear Powder Foundation,Flax,9.5,0.717647058823529,#D9AC95,True,9.5,14.0
794,Makeup Revolution,Conceal & Define Full Coverage Foundation,,F9.5,0.537254901960784,#C48B4E,True,9.5,1.0
795,bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,Flax,9.5,0.717647058823529,#D9AC95,True,9.5,16.0
796,bareMinerals,BAREPRO Longwear Powder Foundation ,Flax,9.5,0.758823529411765,#DEB8A5,True,9.5,17.0
797,bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,Flax,9.5,0.792156862745098,#E4C2B0,True,9.5,18.0
798,Kosas,Tinted Face Oil Foundation,Tone,9.5,0.370588235294118,#8C4C31,True,9.5,41.0
799,TOM FORD,Traceless Soft Matte Foundation,Warm Almond,9.5,0.503921568627451,#B17750,True,9.5,3.0
800,TOM FORD,Traceless Foundation Stick,Warm Almond,9.5,0.494117647058824,#B16E4B,True,9.5,5.0
801,Charlotte Tilbury,Magic Foundation,,9.5,0.643137254901961,#C49B84,True,9.5,6.0
802,TOM FORD,Traceless Soft Matte Foundation,Cool Dusk,9.7,0.503921568627451,#AB7856,True,9.7,3.0
803,TOM FORD,Traceless Foundation Stick,Cool Dusk,9.7,0.352941176470588,#815633,True,9.7,5.0
804,Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,,9.75,0.503921568627451,#B27B4F,True,9.75,15.0
805,Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,,Shade 10,0.470588235294118,#AC6C44,True,10.0,19.0
806,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,Deep Warm,Shade 10,0.358823529411765,#914D26,True,10.0,20.0
807,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Deep Warm,Shade 10,0.419607843137255,#946542,True,10.0,21.0
808,It Cosmetics,Your Skin But Better Foundation + Skincare,Fair Warm,10,0.901960784313726,#FAE6D2,True,10.0,75.0
809,KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Light,010,0.735294117647059,#DFB398,True,10.0,57.0
810,NUDESTIX,Tinted Cover Foundation,Nude,10,0.33921568627451,#824E2B,True,10.0,22.0
811,Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,,10,0.82156862745098,#ECCCB7,True,10.0,76.0
812,Catrice,True Skin Hydrating Foundation,Cool Cashmere,010,0.690196078431373,#DEA682,True,10.0,58.0
813,bareMinerals,Matte Foundation Broad Spectrum SPF 15,Medium,10,0.745098039215686,#E2AF9A,True,10.0,23.0
814,Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,,P10,0.701960784313725,#E2B284,True,10.0,11.0
815,bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Medium,10,0.745098039215686,#E2AF9A,True,10.0,25.0
816,bareMinerals,BAREPRO Performance Wear Powder Foundation,Cool Beige,10,0.676470588235294,#D8A381,True,10.0,14.0
817,bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,Sienna,10,0.356862745098039,#844D32,True,10.0,26.0
818,Makeup Revolution,Conceal & Hydrate Foundation,,F10,0.680392156862745,#D8A883,True,10.0,27.0
819,Makeup Revolution,Conceal & Define Full Coverage Foundation,,F10,0.680392156862745,#E0AC7B,True,10.0,1.0
820,jane iredale,Beyond Matte Liquid Foundation,,M10,0.6,#D3925F,True,10.0,30.0
821,Clinique,Superbalanced Makeup,Alabaster,10,0.968627450980392,#F9F7F5,,10.0,
822,Clinique,Stay Matte Oil-Free Makeup,Alabaster,CN 10,0.813725490196078,#F1C9AE,,10.0,
